StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent form ,khonest,Ksin,Keth,Klike,Kapp,Kconf,Shon,Ssin,Sethic,Slike,Sapp,minsmart,minbetter,mincreative,minrather,minshould,minregard,mintyp,minkeep,minget,Hhon,Hsin,Seth,Hlike,Happ,Hcon,Fhin,Fsin,Feth,Flike,Fapp,modsmart,modbett,modcreat,modrath,modshou,modreg,modtyp,modkeep,modget,XHHON,XSIN,XETH,XLIKE,XAPP,XCON,yhon,Ysin,Yeth,Ylike,Yapp,Majsmart,majbet,majcreat,majrath,majshould,majreg,majtyp,majkeep,majget,attention1,gender identity,Q78,education,old,country,lang,Q_RecaptchaStatus
2/2/2026 5:07,2/2/2026 5:12,100,318,TRUE,2/2/2026 5:12,R_2EsOwbCb0tx3EyR,anonymous,EN,1,"Yes, I consent",1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,3 = could go either way,1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),strongly disagree,Male,,High School Diploma or GED,28,Ghana ,English ,complete
2/2/2026 5:28,2/2/2026 5:32,100,229,TRUE,2/2/2026 5:32,R_4wF5Y4hwNyCcIwu,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,4 = somewhat confident the findings are true,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,reported researcher (K),reported researcher (K),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reported researcher (K),reporting researcher (S),reported researcher (K),4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,4 = somewhat confident the findings are true,3 = neither honest nor dishonest,5 = very sincere,3 = neither ethical nor unethical,5 = very likeable,2 = somewhat unapproachable,reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,4 = somewhat approachable,4 = somewhat confident the findings are true,2 = somewhat dishonest,3 = neither sincere nor insincere,2 = somewhat unethical,4 = somewhat likeable,4 = somewhat approachable,reported researcher (X),reporting researcher (Y),reported researcher (X),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),Strongly agree,Female,,Master’s Degree,22,India ,Marathi hindi ,complete
1/28/2026 18:17,1/28/2026 18:23,15,361,FALSE,2/4/2026 18:17,R_9r1WZXelb29oYTh,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,3 = could go either way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,,complete
1/28/2026 18:25,1/28/2026 18:26,7,78,FALSE,2/4/2026 18:25,R_9TOcQzoGB6cbAfh,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 19:17,1/28/2026 19:17,6,51,FALSE,2/4/2026 19:17,R_41Z9HOrJBlVfE1t,anonymous,EN,0.699999988,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 19:34,1/28/2026 19:36,1,74,FALSE,2/4/2026 19:35,R_9Qlumgy75hH92ZY,anonymous,EN,,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error
1/28/2026 20:26,1/28/2026 20:30,93,233,FALSE,2/4/2026 20:26,R_97Q0JdR9UAEeiUG,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,5 = very sincere,4 = somewhat ethical,4 = somewhat likeable,5 = very approachable,5 = very confident the findings are true,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,5 = very likeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),3 = neither honest nor dishonest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,3 = could go either way,4 = somewhat honest,3 = neither sincere nor insincere,5 = very ethical,5 = very likeable,5 = very approachable,neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),3 = neither honest nor dishonest,3 = neither sincere nor insincere,2 = somewhat unethical,5 = very likeable,5 = very approachable,5 = very confident the findings are true,3 = neither honest nor dishonest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),Strongly agree,Non-binary / gender nonconforming,,,,,,complete
1/28/2026 20:28,1/28/2026 20:32,1,246,FALSE,2/4/2026 20:28,R_43bZj6jw1Ah1RVD,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 20:37,1/28/2026 20:37,6,20,FALSE,2/4/2026 20:37,R_9PQ2OT9VDvH5D4l,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 20:56,1/28/2026 20:57,7,51,FALSE,2/4/2026 20:56,R_4QAR764wMdyAOO0,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 21:17,1/28/2026 21:17,1,33,FALSE,2/4/2026 21:17,R_9mi01NGmOhYmJih,anonymous,EN,0.800000012,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 21:23,1/28/2026 21:27,62,238,FALSE,2/4/2026 21:23,R_4c1T2bIrvQ5gSuA,anonymous,EN,1,"Yes, I consent",5 = very honest,4 = somewhat sincere,5 = very ethical,5 = very likeable,4 = somewhat approachable,5 = very confident the findings are true,5 = very honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,5 = very approachable,reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),reported researcher (K),,,,,,,,,,,,,,,,,,,,,5 = very honest,5 = very sincere,4 = somewhat ethical,5 = very likeable,5 = very approachable,5 = very confident the findings are true,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,5 = very likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reported researcher (X),Strongly agree,,,,,,,complete
1/28/2026 21:27,1/28/2026 21:28,14,59,FALSE,2/4/2026 21:27,R_9uC0hfyuQUFlHIV,anonymous,EN,1,"Yes, I consent",5 = very honest,4 = somewhat sincere,3 = neither ethical nor unethical,5 = very likeable,5 = very approachable,5 = very confident the findings are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 21:40,1/28/2026 21:48,64,483,FALSE,2/4/2026 21:40,R_4q0vGeokkpH5zUd,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),,,,,,,,,,,,,,,,,,,,,1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,,,,,,,complete
1/28/2026 22:02,1/28/2026 22:03,7,62,FALSE,2/4/2026 22:02,R_9hsV2WyXyCB2YJX,anonymous,EN,0.8999999761581421,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 22:07,1/28/2026 22:11,34,227,FALSE,2/4/2026 22:07,R_4TV4Bkm5ERyHzqh,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 = very honest,5 = very sincere,4 = somewhat ethical,5 = very likeable,5 = very approachable,5 = very confident the findings are true,4 = somewhat honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reported researcher (X),reported researcher (X),neither reported (X) nor reporting researcher (Y),reported researcher (X),reported researcher (X),neither reported (X) nor reporting researcher (Y),reported researcher (X),reported researcher (X),neither reported (X) nor reporting researcher (Y),,,,,,,,complete
1/28/2026 22:19,1/28/2026 22:20,6,88,FALSE,2/4/2026 22:19,R_9HNdeWcmYU7PVSO,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 22:20,1/28/2026 22:21,14,71,FALSE,2/4/2026 22:20,R_92JkvnHSrkIWtma,anonymous,EN,1,"Yes, I consent",5 = very honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,5 = very approachable,4 = somewhat confident the findings are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 22:21,1/28/2026 22:27,7,370,FALSE,2/4/2026 22:21,R_4ahgE7U53nSL0OJ,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,,complete
1/28/2026 22:24,1/28/2026 22:25,1,18,FALSE,2/4/2026 22:24,R_4Rc0wnmsMXvfroZ,anonymous,EN,0.5,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 22:27,1/28/2026 22:30,6,182,FALSE,2/4/2026 22:27,R_9q1ZMLB8ztenK2q,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 22:35,1/28/2026 22:37,6,97,FALSE,2/4/2026 22:36,R_4g1Ib3SrmPqDgGa,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 22:41,1/28/2026 22:49,64,432,FALSE,2/4/2026 22:41,R_4xyNVkDO61Vmvfw,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),,,,,,,,,,,,,,,,,,,,,1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,,,,,,,complete
1/28/2026 22:43,1/28/2026 22:46,6,187,FALSE,2/4/2026 22:43,R_41q0BpRC0mYHkeR,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 23:18,1/28/2026 23:18,1,16,FALSE,2/4/2026 23:18,R_9E6Wo6yVg6IoLNT,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/28/2026 23:18,1/28/2026 23:20,8,80,FALSE,2/4/2026 23:18,R_4SCSyDn41EuGMT7,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,,complete
1/29/2026 1:21,1/29/2026 1:29,7,521,FALSE,2/5/2026 1:21,R_831PPtY62Dbouhm,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 1:28,1/29/2026 1:36,5,529,FALSE,2/5/2026 1:28,R_26Y1JmGqlL7FFGV,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 2:36,1/29/2026 2:39,4,134,FALSE,2/5/2026 2:36,R_8N4kN4m8JIUZKPA,anonymous,EN,0.8999999761581421,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 2:44,1/29/2026 2:45,6,48,FALSE,2/5/2026 2:44,R_2gXgwsw9oL93tx7,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 2:53,1/29/2026 2:56,7,174,FALSE,2/5/2026 2:53,R_2Vg6V4UIAomE5Hy,anonymous,EN,0.8999999761581421,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 3:22,1/29/2026 3:25,21,166,FALSE,2/5/2026 3:22,R_2Rk2ryCvAIX8QcR,anonymous,EN,0.8999999761581421,"Yes, I consent",4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,2 = somewhat unlikeable,4 = somewhat approachable,4 = somewhat confident the findings are true,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 3:26,1/29/2026 3:28,8,124,FALSE,2/5/2026 3:26,R_8sbq42deKnWCHKO,anonymous,EN,0.800000012,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,,complete
1/29/2026 3:26,1/29/2026 3:47,51,1274,FALSE,2/5/2026 3:26,R_2PS5Zb8O6kUndql,anonymous,EN,0.8999999761581421,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,1 = very unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,,,,,,,,,,1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,4 = somewhat honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,,,,,,,complete
1/29/2026 3:30,1/29/2026 4:20,6,3010,FALSE,2/5/2026 3:30,R_82fZd0KHP72MCoC,anonymous,EN,,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error
1/29/2026 3:41,1/29/2026 3:45,34,256,FALSE,2/5/2026 3:41,R_8tA6l08ZpKFbxKO,anonymous,EN,0.4000000059604645,"Yes, I consent",2 = somewhat dishonest,3 = neither sincere nor insincere,2 = somewhat unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,2 = somewhat dishonest,2 = somewhat insincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reported researcher (K),reporting researcher (S),reported researcher (K),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 4:20,1/29/2026 4:32,71,740,FALSE,2/5/2026 4:20,R_8NlspWdCdnxWFyh,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,4 = somewhat sincere,3 = neither ethical nor unethical,4 = somewhat likeable,4 = somewhat approachable,3 = could go either way,,,,,,,,,,,,,,,2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,4 = somewhat approachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,5 = very approachable,reporting researcher (F),reporting researcher (F),reported researcher (H),neither reported (H) nor reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reported researcher (H),neither reported (H) nor reporting researcher (F),1 = very dishonest,2 = somewhat insincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),,,,,,,,complete
1/29/2026 4:23,1/29/2026 4:35,64,713,FALSE,2/5/2026 4:23,R_8rSWZYE6fegb6qf,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,3 = neither sincere nor insincere,2 = somewhat unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),,,,,,,,,,,,,,,,,,,,,1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,,,,,,,complete
1/29/2026 4:49,1/29/2026 4:56,14,438,FALSE,2/5/2026 4:49,R_87tgkn8WByBScfv,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 4:55,1/29/2026 5:08,93,783,FALSE,2/5/2026 4:55,R_2msLadAir7yecIT,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,5 = very ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,reported researcher (H),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reported researcher (X),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,Female,,,,,,complete
1/29/2026 5:13,1/29/2026 5:13,1,8,FALSE,2/5/2026 5:13,R_2Y36KE6LAA3pPMl,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 5:15,1/29/2026 5:15,5,29,FALSE,2/5/2026 5:15,R_8dBjMCypl2GCPxT,anonymous,EN,0.8999999761581421,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 5:33,1/29/2026 5:49,99,973,FALSE,2/5/2026 5:33,R_8Ka8oDuin6KFxwl,anonymous,EN,1,"Yes, I consent",1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,Male,,Bachelor’s Degree,33,Ghana ,English ,complete
1/29/2026 5:46,1/29/2026 5:52,35,348,FALSE,2/5/2026 5:46,R_80zeUMdy2G2RvXj,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,4 = somewhat ethical,4 = somewhat likeable,2 = somewhat unapproachable,reported researcher (X),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),,,,,,,,complete
1/29/2026 5:47,1/29/2026 5:52,93,321,FALSE,2/5/2026 5:47,R_2HYRCGM39yNujDM,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,4 = somewhat confident the findings are true,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (K) nor reporting researcher (S),reported researcher (K),reported researcher (K),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,4 = somewhat confident the findings are true,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,neither reported (H) nor reporting researcher (F),reported researcher (H),reported researcher (H),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),reported researcher (H),neither reported (H) nor reporting researcher (F),4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,4 = somewhat confident the findings are true,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,reported researcher (X),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reported researcher (X),reported researcher (X),reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),Somewhat disagree,Female,,,,,,complete
1/29/2026 5:47,1/29/2026 5:48,7,63,FALSE,2/5/2026 5:47,R_25h8rzcjmdMQIFP,anonymous,EN,0.8999999761581421,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
